tone_type,tone_bank,tone_num,tone_name,category
PCMS,PRST,0030,JV EP+,E.Piano
PCMS,PRST,0031,EP+Mod Pad,E.Piano
PCMS,PRST,0032,Mr.Mellow,E.Piano
PCMS,PRST,0033,Comp Clav,Other Keyboards
PCMS,PRST,0034,Klavinet,Other Keyboards
PCMS,PRST,0035,Winger Clav,Other Keyboards
PCMS,PRST,0036,Phaze Clav 1,Other Keyboards
PCMS,PRST,0037,Phaze Clav 2,Other Keyboards
PCMS,PRST,0038,Phuzz Clav,Other Keyboards
PCMS,PRST,0039,Chorus Clav,Other Keyboards
PCMS,PRST,0040,Claviduck,Other Keyboards
PCMS,PRST,0041,Velo-Rez Clv,Other Keyboards
PCMS,PRST,0042,Clavicembalo,Other Keyboards
PCMS,PRST,0043,Analog Clav1,Other Keyboards
PCMS,PRST,0044,Analog Clav2,Other Keyboards
PCMS,PRST,0045,Metal Clav,Other Keyboards
PCMS,PRST,0046,Full Stops,Organ
PCMS,PRST,0047,Ballad B,Organ
PCMS,PRST,0048,Mellow Bars,Organ
PCMS,PRST,0049,AugerMentive,Organ
PCMS,PRST,0050,Perky B,Organ
PCMS,PRST,0051,The Big Spin,Organ
PCMS,PRST,0052,Gospel Spin,Organ
PCMS,PRST,0053,Roller Spin,Organ
PCMS,PRST,0054,Rocker Spin,Organ
PCMS,PRST,0055,Tone Wh.Solo,Organ
PCMS,PRST,0056,Purple Spin,Organ
PCMS,PRST,0057,60’s LeadORG,Organ
PCMS,PRST,0058,Assalt Organ,Organ
PCMS,PRST,0059,D-50 Organ,Organ
PCMS,PRST,0060,Cathedral,Organ
PCMS,PRST,0061,Church Pipes,Organ
PCMS,PRST,0062,Poly Key,Synth PolyKey
PCMS,PRST,0063,Poly Saws,Synth PolyKey
PCMS,PRST,0064,Poly Pulse,Synth PolyKey
PCMS,PRST,0065,Dual Profs,Synth PolyKey
PCMS,PRST,0066,Saw Mass,Synth PolyKey
PCMS,PRST,0067,Poly Split,Synth PolyKey
PCMS,PRST,0068,Poly Brass,Synth Brass
PCMS,PRST,0069,Stackoid,Synth PolyKey
PCMS,PRST,0070,Poly Rock,Synth PolyKey
PCMS,PRST,0071,D-50 Stack,Synth Bellpad
PCMS,PRST,0072,Fantasia JV,Synth Bellpad
PCMS,PRST,0073,Jimmee Dee,Synth Bellpad
PCMS,PRST,0074,Heavenals,Synth Bellpad
PCMS,PRST,0075,Mallet Pad,Synth Bellpad
PCMS,PRST,0076,Huff N Stuff,Synth Bellpad
PCMS,PRST,0077,Puff 1080,Synth PolyKey
PCMS,PRST,0078,BellVox 1080,Synth Bellpad
PCMS,PRST,0079,Fantasy Vox,Synth Bellpad
PCMS,PRST,0080,Square Keys,Synth PolyKey
PCMS,PRST,0081,Childlike,Bell/Mallet
PCMS,PRST,0082,Music Box,Bell/Mallet
PCMS,PRST,0083,Toy Box,Bell/Mallet
PCMS,PRST,0084,Wave Bells,Bell/Mallet
PCMS,PRST,0085,Tria Bells,Bell/Mallet
PCMS,PRST,0086,Beauty Bells,Bell/Mallet
PCMS,PRST,0087,Music Bells,Bell/Mallet
PCMS,PRST,0088,Pretty Bells,Bell/Mallet
PCMS,PRST,0089,Pulse Key,Synth PolyKey
PCMS,PRST,0090,Wide Tubular,Bell/Mallet
PCMS,PRST,0091,AmbienceVibe,Bell/Mallet
PCMS,PRST,0092,Warm Vibes,Bell/Mallet
PCMS,PRST,0093,Dyna Marimba,Bell/Mallet
PCMS,PRST,0094,Bass Marimba,Bell/Mallet
PCMS,PRST,0095,Nomad Perc,Bell/Mallet
PCMS,PRST,0096,Ethno Metals,Bell/Mallet
PCMS,PRST,0097,Islands Mlt,Bell/Mallet
PCMS,PRST,0098,Steelin Keys,Bell/Mallet
PCMS,PRST,0099,Steel Drums,Bell/Mallet
PCMS,PRST,0100,Voicey Pizz,Strings
PCMS,PRST,0101,Sitar,Plucked/Stroke
PCMS,PRST,0102,Drone Split,Plucked/Stroke
PCMS,PRST,0103,Ethnopluck,Plucked/Stroke
PCMS,PRST,0104,Jamisen,Plucked/Stroke
PCMS,PRST,0105,Dulcimer,Plucked/Stroke
PCMS,PRST,0106,East Melody,Plucked/Stroke
PCMS,PRST,0107,MandolinTrem,Plucked/Stroke
PCMS,PRST,0108,Nylon Gtr,Ac.Guitar
PCMS,PRST,0109,Gtr Strings,Ac.Guitar
PCMS,PRST,0110,Steel Away,Ac.Guitar
PCMS,PRST,0111,Heavenly Gtr,Ac.Guitar
PCMS,PRST,0112,12str Gtr 1,Ac.Guitar
PCMS,PRST,0113,12str Gtr 2,Ac.Guitar
PCMS,PRST,0114,Jz Gtr Hall,E.Guitar
PCMS,PRST,0115,LetterFrmPat,E.Guitar
PCMS,PRST,0116,Jazz Scat,E.Guitar
PCMS,PRST,0117,Lounge Gig,E.Guitar
PCMS,PRST,0118,JC Strat,E.Guitar
PCMS,PRST,0119,Twin Strats,E.Guitar
PCMS,PRST,0120,JV Strat,E.Guitar
PCMS,PRST,0121,Syn Strat,E.Guitar
PCMS,PRST,0122,Rotary Gtr,E.Guitar
PCMS,PRST,0123,Muted Gtr,E.Guitar
PCMS,PRST,0124,SwitchOnMute,E.Guitar
PCMS,PRST,0125,Power Trip,Dist.Guitar
PCMS,PRST,0126,Crunch Split,Dist.Guitar
PCMS,PRST,0127,Rezodrive,Dist.Guitar
PCMS,PRST,0128,RockYurSocks,Dist.Guitar
PCMS,PRST,0129,Dist Gtr 1,Dist.Guitar
PCMS,PRST,0130,Dist Gtr 2,Dist.Guitar
PCMS,PRST,0131,R&R Chunk,Dist.Guitar
PCMS,PRST,0132,Phripphuzz,Dist.Guitar
PCMS,PRST,0133,Grungeroni,Dist.Guitar
PCMS,PRST,0134,Black Widow,Dist.Guitar
PCMS,PRST,0135,Velo-Wah Gtr,E.Guitar
PCMS,PRST,0136,Mod-Wah Gtr,Dist.Guitar
PCMS,PRST,0137,Pick Bass,E.Bass
PCMS,PRST,0138,Hip Bass,E.Bass
PCMS,PRST,0139,Perc.Bass,E.Bass
PCMS,PRST,0140,Homey Bass,E.Bass
PCMS,PRST,0141,Finger Bass,E.Bass
PCMS,PRST,0142,Nylon Bass,Ac.Bass
PCMS,PRST,0143,Ac.Upright,Ac.Bass
PCMS,PRST,0144,Wet Fretls,E.Bass
PCMS,PRST,0145,Fretls Dry,E.Bass
PCMS,PRST,0146,Slap Bass 1,E.Bass
PCMS,PRST,0147,Slap Bass 2,E.Bass
PCMS,PRST,0148,Slap Bass 3,E.Bass
PCMS,PRST,0149,Slap Bass 4,E.Bass
PCMS,PRST,0150,4 Pole Bass,Synth Bass
PCMS,PRST,0151,Tick Bass,Synth Bass
PCMS,PRST,0152,House Bass,Synth Bass
PCMS,PRST,0153,Mondo Bass,Synth Bass
PCMS,PRST,0154,Clk AnalogBs,Synth Bass
PCMS,PRST,0155,Bass In Face,Synth Bass
PCMS,PRST,0156,101 Bass,Synth Bass
PCMS,PRST,0157,Noiz Bass,Synth Bass
PCMS,PRST,0158,Super Jup Bs,Synth Bass
PCMS,PRST,0159,Occitan Bass,Synth Bass
PCMS,PRST,0160,Hugo Bass,Synth Bass
PCMS,PRST,0161,Multi Bass,Synth Bass
PCMS,PRST,0162,Moist Bass,Synth Bass
PCMS,PRST,0163,BritelowBass,Synth Bass
PCMS,PRST,0164,Untamed Bass,Synth Bass
PCMS,PRST,0165,Rubber Bass,Synth Bass
PCMS,PRST,0166,Stereoww Bs,Synth Bass
PCMS,PRST,0167,Wonder Bass,Synth Bass
PCMS,PRST,0168,Deep Bass,Synth Bass
PCMS,PRST,0169,Super JX Bs,Synth Bass
PCMS,PRST,0170,W<RED>-Bass,Synth Bass
PCMS,PRST,0171,HI-Ring Bass,Synth Bass
PCMS,PRST,0172,Euro Bass,Synth Bass
PCMS,PRST,0173,SinusoidRave,Synth Bass
PCMS,PRST,0174,Alternative,Pulsating
PCMS,PRST,0175,Acid Line,Pulsating
PCMS,PRST,0176,Auto TB-303,Synth Lead
PCMS,PRST,0177,Hihat Tekno,FX
PCMS,PRST,0178,Velo Tekno 1,Synth Lead
PCMS,PRST,0179,Raggatronic,Pulsating
PCMS,PRST,0180,Blade Racer,Pulsating
PCMS,PRST,0181,S&H Pad,Pulsating
PCMS,PRST,0182,Syncrosonix,Pulsating
PCMS,PRST,0183,Fooled Again,Pulsating
PCMS,PRST,0184,Alive,Pulsating
PCMS,PRST,0185,Velo Tekno 2,Synth Seq/Pop
PCMS,PRST,0186,Rezoid,Synth PolyKey
PCMS,PRST,0187,Raverborg,Synth Lead
PCMS,PRST,0188,Blow Hit,Hit
PCMS,PRST,0189,Hammer Bell,Bell/Mallet
PCMS,PRST,0190,Seq Mallet,Synth Seq/Pop
PCMS,PRST,0191,Intentions,Synth PolyKey
PCMS,PRST,0192,Pick It,Synth PolyKey
PCMS,PRST,0193,Analog Seq,Synth Seq/Pop
PCMS,PRST,0194,Impact Vox,Synth PolyKey
PCMS,PRST,0195,TeknoSoloVox,Synth PolyKey
PCMS,PRST,0196,X-Mod Man,Pulsating
PCMS,PRST,0197,Paz <==> Zap,Pulsating
PCMS,PRST,0198,4 Hits 4 You,Hit
PCMS,PRST,0199,Impact,Hit
PCMS,PRST,0200,Phase Hit,Hit
PCMS,PRST,0201,Tekno Hit 1,Hit
PCMS,PRST,0202,Tekno Hit 2,Hit
PCMS,PRST,0203,Tekno Hit 3,Hit
PCMS,PRST,0204,Reverse Hit,Hit
PCMS,PRST,0205,SquareLead 1,Synth Lead
PCMS,PRST,0206,SquareLead 2,Synth Lead
PCMS,PRST,0207,You and Luck,Synth Lead
PCMS,PRST,0208,Belly Lead,Synth Lead
PCMS,PRST,0209,WhistlinAtom,Synth Lead
PCMS,PRST,0210,Edye Boost,Synth Lead
PCMS,PRST,0211,MG Solo,Synth Lead
PCMS,PRST,0212,FXM Saw Lead,Synth Lead
PCMS,PRST,0213,Sawteeth,Synth Lead
PCMS,PRST,0214,Smoothe,Synth Lead
PCMS,PRST,0215,MG Lead,Synth Lead
PCMS,PRST,0216,MG Interval,Synth Lead
PCMS,PRST,0217,Pulse Lead 1,Synth Lead
PCMS,PRST,0218,Pulse Lead 2,Synth Lead
PCMS,PRST,0219,Little Devil,Synth Lead
PCMS,PRST,0220,Loud SynLead,Synth Lead
PCMS,PRST,0221,Analog Lead,Synth Lead
PCMS,PRST,0222,5th Lead,Synth Lead
PCMS,PRST,0223,Flute,Flute
PCMS,PRST,0224,Piccolo,Flute
PCMS,PRST,0225,VOX Flute,Flute
PCMS,PRST,0226,Air Lead,Flute
PCMS,PRST,0227,Pan Pipes,Flute
PCMS,PRST,0228,Airplaaane,Synth PolyKey
PCMS,PRST,0229,Taj Mahal,Flute
PCMS,PRST,0230,Raya Shaku,Flute
PCMS,PRST,0231,Oboe mf,Wind
PCMS,PRST,0232,Oboe Express,Wind
PCMS,PRST,0233,Clarinet mp,Wind
PCMS,PRST,0234,ClariExpress,Wind
PCMS,PRST,0235,Mitzva Split,Wind
PCMS,PRST,0236,ChamberWinds,Wind
PCMS,PRST,0237,ChamberWoods,Wind
PCMS,PRST,0238,Film Orch,Strings
PCMS,PRST,0239,Sop.Sax mf,Sax
PCMS,PRST,0240,Alto Sax,Sax
PCMS,PRST,0241,AltoLead Sax,Sax
PCMS,PRST,0242,Tenor Sax,Sax
PCMS,PRST,0243,Baritone Sax,Sax
PCMS,PRST,0244,Take A Tenor,Sax
PCMS,PRST,0245,Sax Section,Sax
PCMS,PRST,0246,Bigband Sax,Sax
PCMS,PRST,0247,Harmonica,Accordion/Harmonica
PCMS,PRST,0248,Harmo Blues,Accordion/Harmonica
PCMS,PRST,0249,BluesHarp,Accordion/Harmonica
PCMS,PRST,0250,Hillbillys,Accordion/Harmonica
PCMS,PRST,0251,French Bags,Wind
PCMS,PRST,0252,Majestic Tpt,Brass
PCMS,PRST,0253,Voluntare,Brass
PCMS,PRST,0254,2Trumpets,Brass
PCMS,PRST,0255,Tpt Sect,Brass
PCMS,PRST,0256,Mute TP mod,Brass
PCMS,PRST,0257,Harmon Mute,Brass
PCMS,PRST,0258,Tp&Sax Sect,Brass
PCMS,PRST,0259,Sax+Tp+Tb,Brass
PCMS,PRST,0260,Brass Sect,Brass
PCMS,PRST,0261,Trombone,Brass
PCMS,PRST,0262,Hybrid Bones,Brass
PCMS,PRST,0263,Noble Horns,Brass
PCMS,PRST,0264,Massed Horns,Brass
PCMS,PRST,0265,Horn Swell,Brass
PCMS,PRST,0266,Brass It!,Synth Brass
PCMS,PRST,0267,Brass Attack,Synth Brass
PCMS,PRST,0268,Archimede,Synth Brass
PCMS,PRST,0269,Rugby Horn,Synth Brass
PCMS,PRST,0270,MKS-80 Brass,Synth Brass
PCMS,PRST,0271,True ANALOG,Synth Brass
PCMS,PRST,0272,Dark Vox,Vox/Choir
PCMS,PRST,0273,RandomVowels,Vox/Choir
PCMS,PRST,0274,Angels Sing,Vox/Choir
PCMS,PRST,0275,Pvox Oooze,Vox/Choir
PCMS,PRST,0276,Longing...,Vox/Choir
PCMS,PRST,0277,Arasian Morn,Vox/Choir
PCMS,PRST,0278,Beauty Vox,Vox/Choir
PCMS,PRST,0279,Mary-AnneVox,Vox/Choir
PCMS,PRST,0280,Belltree Vox,Vox/Choir
PCMS,PRST,0281,Vox Panner,Vox/Choir
PCMS,PRST,0282,Spaced Voxx,Vox/Choir
PCMS,PRST,0283,Glass Voices,Vox/Choir
PCMS,PRST,0284,Tubular Vox,Vox/Choir
PCMS,PRST,0285,Velo Voxx,Vox/Choir
PCMS,PRST,0286,Wavox,Vox/Choir
PCMS,PRST,0287,Doos,Vox/Choir
PCMS,PRST,0288,Synvox Comps,Vox/Choir
PCMS,PRST,0289,Vocal Oohz,Vox/Choir
PCMS,PRST,0290,LFO Vox,Pulsating
PCMS,PRST,0291,St.Strings,Strings
PCMS,PRST,0292,Warm Strings,Strings
PCMS,PRST,0293,Somber Str,Strings
PCMS,PRST,0294,Marcato,Strings
PCMS,PRST,0295,Bright Str,Strings
PCMS,PRST,0296,String Ens,Strings
PCMS,PRST,0297,TremoloStrng,Strings
PCMS,PRST,0298,Chambers,Strings
PCMS,PRST,0299,ViolinCello,Strings
PCMS,PRST,0300,Symphonique,Strings
PCMS,PRST,0301,Film Octaves,Strings
PCMS,PRST,0302,Film Layers,Strings
PCMS,PRST,0303,Bass Pizz,Strings
PCMS,PRST,0304,Real Pizz,Strings
PCMS,PRST,0305,Harp On It,Plucked/Stroke
PCMS,PRST,0306,Harp,Plucked/Stroke
PCMS,PRST,0307,JP-8 Str 1,Synth Pad/Strings
PCMS,PRST,0308,JP-8 Str 2,Synth Pad/Strings
PCMS,PRST,0309,E-Motion Pad,Synth Pad/Strings
PCMS,PRST,0310,JP-8 Str 3,Synth Pad/Strings
PCMS,PRST,0311,Vintage Orch,Synth Pad/Strings
PCMS,PRST,0312,JUNO Strings,Synth Pad/Strings
PCMS,PRST,0313,Gigantalog,Synth Pad/Strings
PCMS,PRST,0314,PWM Strings,Synth Pad/Strings
PCMS,PRST,0315,Warmth,Synth Pad/Strings
PCMS,PRST,0316,ORBit Pad,Synth Pad/Strings
PCMS,PRST,0317,Deep Strings,Synth Pad/Strings
PCMS,PRST,0318,Pulsify,Synth Pad/Strings
PCMS,PRST,0319,Pulse Pad,Synth Pad/Strings
PCMS,PRST,0320,Greek Power,Synth Pad/Strings
PCMS,PRST,0321,Harmonicum,Synth Pad/Strings
PCMS,PRST,0322,D-50 Heaven,Synth Pad/Strings
PCMS,PRST,0323,Afro Horns,Synth Brass
PCMS,PRST,0324,Pop Pad,Synth Pad/Strings
PCMS,PRST,0325,Dreamesque,Synth Pad/Strings
PCMS,PRST,0326,Square Pad,Synth Pad/Strings
PCMS,PRST,0327,JP-8 Hollow,Synth Pad/Strings
PCMS,PRST,0328,JP-8Haunting,Synth Pad/Strings
PCMS,PRST,0329,Heirborne,Synth Pad/Strings
PCMS,PRST,0330,Hush Pad,Synth Pad/Strings
PCMS,PRST,0331,Jet Pad 1,Synth Pad/Strings
PCMS,PRST,0332,Jet Pad 2,Synth Pad/Strings
PCMS,PRST,0333,Phaze Pad,Synth Pad/Strings
PCMS,PRST,0334,Phaze Str,Synth Pad/Strings
PCMS,PRST,0335,Jet Str Ens,Synth Pad/Strings
PCMS,PRST,0336,Pivotal Pad,Synth Pad/Strings
PCMS,PRST,0337,3D Flanged,Synth Pad/Strings
PCMS,PRST,0338,Fantawine,Synth Pad/Strings
PCMS,PRST,0339,Glassy Pad,Synth Pad/Strings
PCMS,PRST,0340,Moving Glass,Synth Pad/Strings
PCMS,PRST,0341,Glasswaves,Synth Pad/Strings
PCMS,PRST,0342,Shiny Pad,Synth Pad/Strings
PCMS,PRST,0343,ShiftedGlass,Synth Pad/Strings
PCMS,PRST,0344,Chime Pad,Synth Bellpad
PCMS,PRST,0345,Spin Pad,Synth Pad/Strings
PCMS,PRST,0346,Rotary Pad,Synth Pad/Strings
PCMS,PRST,0347,Dawn 2 Dusk,Synth Pad/Strings
PCMS,PRST,0348,Aurora,Synth Pad/Strings
PCMS,PRST,0349,Strobe Mode,Pulsating
PCMS,PRST,0350,Albion,Pulsating
PCMS,PRST,0351,Running Pad,Pulsating
PCMS,PRST,0352,Stepped Pad,Pulsating
PCMS,PRST,0353,Random Pad,Pulsating
PCMS,PRST,0354,SoundtrkDANC,Pulsating
PCMS,PRST,0355,Flying Waltz,Pulsating
PCMS,PRST,0356,Vanishing,FX
PCMS,PRST,0357,5th Sweep,Synth Pad/Strings
PCMS,PRST,0358,Phazweep,Pulsating
PCMS,PRST,0359,Big BPF,Synth PolyKey
PCMS,PRST,0360,MG Sweep,Synth PolyKey
PCMS,PRST,0361,CeremonyTimp,Percussion
PCMS,PRST,0362,Dyno Toms,Drums
PCMS,PRST,0363,Sands ofTime,FX
PCMS,PRST,0364,Inertia,FX
PCMS,PRST,0365,Vektogram,FX
PCMS,PRST,0366,Crash Pad,Synth Pad/Strings
PCMS,PRST,0367,Feedback VOX,Synth Pad/Strings
PCMS,PRST,0368,Cascade,FX
PCMS,PRST,0369,Shattered,FX
PCMS,PRST,0370,NextFrontier,FX
PCMS,PRST,0371,Pure Tibet,FX
PCMS,PRST,0372,Chime Wash,FX
PCMS,PRST,0373,Night Shade,FX
PCMS,PRST,0374,Tortured,FX
PCMS,PRST,0375,Dissimilate,FX
PCMS,PRST,0376,Dunes,FX
PCMS,PRST,0377,Ocean Floor,FX
PCMS,PRST,0378,Cyber Space,FX
PCMS,PRST,0379,Biosphere,FX
PCMS,PRST,0380,Variable Run,Beat&Groove
PCMS,PRST,0381,Ice Hall,Synth Pad/Strings
PCMS,PRST,0382,ComputerRoom,FX
PCMS,PRST,0383,Inverted,FX
PCMS,PRST,0384,Terminate,FX
PCMS,PRST,0385,Echo Piano,Ac.Piano
PCMS,PRST,0386,Upright Pno,Ac.Piano
PCMS,PRST,0387,RD-1000,Ac.Piano
PCMS,PRST,0388,Player’s EP,E.Piano
PCMS,PRST,0389,D-50 EP,E.Piano
PCMS,PRST,0390,Innocent EP,E.Piano
PCMS,PRST,0391,Echo EP,E.Piano
PCMS,PRST,0392,See-Thru EP,E.Piano
PCMS,PRST,0393,FM BellPiano,E.Piano
PCMS,PRST,0394,Ring Piano,E.Piano
PCMS,PRST,0395,Soap Opera,Organ
PCMS,PRST,0396,Dirty Organ,Organ
PCMS,PRST,0397,Surf’s Up!,Organ
PCMS,PRST,0398,Organesque,Organ
PCMS,PRST,0399,pp Harmonium,Organ
PCMS,PRST,0400,PieceOfCheez,Other Keyboards
PCMS,PRST,0401,Harpsy Clav,Other Keyboards
PCMS,PRST,0402,Exotic Velo,Bell/Mallet
PCMS,PRST,0403,HolidayCheer,Synth Bellpad
PCMS,PRST,0404,Morning Lite,Synth Bellpad
PCMS,PRST,0405,Prefab Chime,Bell/Mallet
PCMS,PRST,0406,Belfry Chime,Bell/Mallet
PCMS,PRST,0407,Stacc.Heaven,Synth Bellpad
PCMS,PRST,0408,2.2 Bell Pad,Synth Bellpad
PCMS,PRST,0409,Far East,Synth PolyKey
PCMS,PRST,0410,Wire Pad,Synth PolyKey
PCMS,PRST,0411,PhaseBlipper,Synth PolyKey
PCMS,PRST,0412,Sweep Clav,Synth PolyKey
PCMS,PRST,0413,Glider,Synth PolyKey
PCMS,PRST,0414,Solo Steel,Ac.Guitar
PCMS,PRST,0415,DesertCrystl,Ac.Guitar
PCMS,PRST,0416,Clear Guitar,E.Guitar
PCMS,PRST,0417,Solo Strat,E.Guitar
PCMS,PRST,0418,Feed Me!,Dist.Guitar
PCMS,PRST,0419,Tube Smoke,Dist.Guitar
PCMS,PRST,0420,Creamy,Dist.Guitar
PCMS,PRST,0421,Blusey OD,Dist.Guitar
PCMS,PRST,0422,Grindstone,Dist.Guitar
PCMS,PRST,0423,OD 5ths,Dist.Guitar
PCMS,PRST,0424,East Europe,Plucked/Stroke
PCMS,PRST,0425,Dulcitar,Plucked/Stroke
PCMS,PRST,0426,Atmos Harp,Plucked/Stroke
PCMS,PRST,0427,Pilgrimage,Plucked/Stroke
PCMS,PRST,0428,202 Rude Bs,Synth Bass
PCMS,PRST,0429,2pole Bass,Synth Bass
PCMS,PRST,0430,4pole Bass,Synth Bass
PCMS,PRST,0431,Phaser MC,Synth Bass
PCMS,PRST,0432,Miniphaser,Synth Bass
PCMS,PRST,0433,Acid TB,Synth Bass
PCMS,PRST,0434,Full Orchest,Strings
PCMS,PRST,0435,Str + Winds,Strings
PCMS,PRST,0436,Flute 2080,Flute
PCMS,PRST,0437,Scat Flute,Vox/Choir
PCMS,PRST,0438,Sax Choir,Sax
PCMS,PRST,0439,Ballad Trump,Brass
PCMS,PRST,0440,Sm.Brass Grp,Brass
PCMS,PRST,0441,Royale,Brass
PCMS,PRST,0442,Brass Mutes,Brass
PCMS,PRST,0443,Breathy Brs,Synth Brass
PCMS,PRST,0444,3 Osc Brass,Synth Brass
PCMS,PRST,0445,P5 Polymod,Synth Brass
PCMS,PRST,0446,Triumph Brs,Synth Brass
PCMS,PRST,0447,Techno Dream,Synth PolyKey
PCMS,PRST,0448,Organizer,Synth PolyKey
PCMS,PRST,0449,Civilization,Synth PolyKey
PCMS,PRST,0450,Mental Chord,Synth Lead
PCMS,PRST,0451,House Chord,Synth Lead
PCMS,PRST,0452,Sequalog,Synth PolyKey
PCMS,PRST,0453,Booster Bips,Synth Lead
PCMS,PRST,0454,VintagePlunk,Synth Lead
PCMS,PRST,0455,Plik-Plok,Synth Seq/Pop
PCMS,PRST,0456,RingSequence,Synth Seq/Pop
PCMS,PRST,0457,Cyber Swing,Synth Seq/Pop
PCMS,PRST,0458,Keep :-),Synth PolyKey
PCMS,PRST,0459,Resojuice,Synth Lead
PCMS,PRST,0460,B’on d’moov!,Synth PolyKey
PCMS,PRST,0461,Dist TB-303,Synth Lead
PCMS,PRST,0462,Temple of JV,Pulsating
PCMS,PRST,0463,Planet Asia,Pulsating
PCMS,PRST,0464,Afterlife,Pulsating
PCMS,PRST,0465,Trancing Pad,Pulsating
PCMS,PRST,0466,Pulsatronic,Pulsating
PCMS,PRST,0467,Cyber Dreams,Pulsating
PCMS,PRST,0468,Warm Pipe,Synth Lead
PCMS,PRST,0469,Pure Pipe,Synth Lead
PCMS,PRST,0470,SH-2000,Synth Lead
PCMS,PRST,0471,X..? Whistle,Synth Lead
PCMS,PRST,0472,Jay Vee Solo,Synth Lead
PCMS,PRST,0473,Progresso Ld,Synth Lead
PCMS,PRST,0474,Adrenaline,Synth Lead
PCMS,PRST,0475,Enlighten,Vox/Choir
PCMS,PRST,0476,Glass Blower,Synth Bellpad
PCMS,PRST,0477,Earth Blow,Synth Pad/Strings
PCMS,PRST,0478,JX SqrCarpet,Synth Pad/Strings
PCMS,PRST,0479,Dimensional,Synth Pad/Strings
PCMS,PRST,0480,Jupiterings,Synth Pad/Strings
PCMS,PRST,0481,Analog Drama,Synth Pad/Strings
PCMS,PRST,0482,Rich Dynapad,Synth Pad/Strings
PCMS,PRST,0483,Silky Way,Synth Pad/Strings
PCMS,PRST,0484,Gluey Pad,Synth Pad/Strings
PCMS,PRST,0485,BandPass Mod,Synth Pad/Strings
PCMS,PRST,0486,Soundtraque,Synth Pad/Strings
PCMS,PRST,0487,Translucence,Synth Pad/Strings
PCMS,PRST,0488,Darkshine,Synth Pad/Strings
PCMS,PRST,0489,D’light,Synth Bellpad
PCMS,PRST,0490,December Sky,Synth Pad/Strings
PCMS,PRST,0491,Octapad,Synth Pad/Strings
PCMS,PRST,0492,JUNO Power!,Synth Pad/Strings
PCMS,PRST,0493,Spectrum Mod,Synth Pad/Strings
PCMS,PRST,0494,Stringsheen,Synth Pad/Strings
PCMS,PRST,0495,GR500 TmpDly,Synth Pad/Strings
PCMS,PRST,0496,Mod DirtyWav,Synth Pad/Strings
PCMS,PRST,0497,Silicon Str,Synth Pad/Strings
PCMS,PRST,0498,D50FantaPerc,Synth Pad/Strings
PCMS,PRST,0499,Rotodreams,Synth Pad/Strings
PCMS,PRST,0500,Blue Notes,Sax
PCMS,PRST,0501,RiversOfTime,FX
PCMS,PRST,0502,Phobos,FX
PCMS,PRST,0503,2 0 8 0,FX
PCMS,PRST,0504,Unearthly,FX
PCMS,PRST,0505,Glistening,FX
PCMS,PRST,0506,Sci-Fi Str,FX
PCMS,PRST,0507,Shadows,FX
PCMS,PRST,0508,Helium Queen,FX
PCMS,PRST,0509,Sci-Fi FX x4,FX
PCMS,PRST,0510,Perky Noize,Percussion
PCMS,PRST,0511,Droplet,Sound FX
PCMS,PRST,0512,Rain Forest,Sound FX
PCMS,PRST,0513,Grand XV,Ac.Piano
PCMS,PRST,0514,Contemplate,Ac.Piano
PCMS,PRST,0515,Rock Piano,Ac.Piano
PCMS,PRST,0516,RockPiano Ch,Ac.Piano
PCMS,PRST,0517,Pianomonics,Ac.Piano
PCMS,PRST,0518,Piano+SftPad,Ac.Piano
PCMS,PRST,0519,WarmVoxPiano,Ac.Piano
PCMS,PRST,0520,Y2K Concerto,Ac.Piano
PCMS,PRST,0521,Piano+AirPad,Ac.Piano
PCMS,PRST,0522,ChoraLeader,Ac.Piano
PCMS,PRST,0523,SparklePiano,E.Piano
PCMS,PRST,0524,Retro EP,E.Piano
PCMS,PRST,0525,Fat EP,E.Piano
PCMS,PRST,0526,EP Trem,E.Piano
PCMS,PRST,0527,Phaser Dyno,E.Piano
PCMS,PRST,0528,Hit EP,E.Piano
PCMS,PRST,0529,Sweet Tynes,E.Piano
PCMS,PRST,0530,Pluk EP,E.Piano
PCMS,PRST,0531,EP Trip,E.Piano
PCMS,PRST,0532,Ambi EP,E.Piano
PCMS,PRST,0533,Rholitzer,E.Piano
PCMS,PRST,0534,Wurlie,E.Piano
PCMS,PRST,0535,FM Delight,E.Piano
PCMS,PRST,0536,Cutter Clav,Other Keyboards
PCMS,PRST,0537,Mute Clav D6,Other Keyboards
PCMS,PRST,0538,PhazeWahClav,Other Keyboards
PCMS,PRST,0539,St.Harpsichd,Other Keyboards
PCMS,PRST,0540,3PartInventn,Other Keyboards
PCMS,PRST,0541,Soft Perky,Organ
PCMS,PRST,0542,Fullness,Organ
PCMS,PRST,0543,Paleface 1,Organ
PCMS,PRST,0544,Paleface 2,Organ
PCMS,PRST,0545,Soft B,Organ
PCMS,PRST,0546,British B,Organ
PCMS,PRST,0547,Rocker Org,Organ
PCMS,PRST,0548,Split B,Organ
PCMS,PRST,0549,PercInterval,Organ
PCMS,PRST,0550,Happy 60s,Organ
PCMS,PRST,0551,96 Years,Organ
PCMS,PRST,0552,Glory Us Rok,Organ
PCMS,PRST,0553,Church Harmn,Organ
PCMS,PRST,0554,Cathdr Harmn,Organ
PCMS,PRST,0555,Morph Pad,Synth Pad/Strings
